t,mRNA_R,A,R,PrmA,PrmR,C,PrmA_bound,PrmR_bound,mRNA_A_
6.95000000000000000E+01,2.09987634667312242E-04,8.49955423550528420E-04,1.04403997269466850E-01,3.92424427668400201E-04,3.94410000637708460E-04,1.05536759424076809E-01,4.00000563582252239E-06,2.01443266651554391E-06,2.15832664667721255E-03
7.00000000000000000E+01,2.12473521719387253E-04,9.48920074162903373E-04,9.42905494932512744E-02,3.91964240873129998E-04,3.94176863031256582E-04,1.06250236447338886E-01,4.46019243109272581E-06,2.24757027296741669E-06,2.17853158803656783E-03
7.05000000000000000E+01,2.19924926678440557E-04,1.06164892920751182E-03,8.50635496616490849E-02,3.91441457417442378E-04,3.93911660714025094E-04,1.07056056292087531E-01,4.98297588678033118E-06,2.51277259019885559E-06,2.20146539056589700E-03
7.10000000000000000E+01,2.32019398301432556E-04,1.19077288765898743E-03,7.66363017318313910E-02,3.90844489163936733E-04,3.93608362240355268E-04,1.07968608518493353E-01,5.57994414028597035E-06,2.81607106386863079E-06,2.22762521782810972E-03
7.15000000000000000E+01,2.48658974611745925E-04,1.33973013747513362E-03,6.89263013612391173E-02,3.90158283215190978E-04,3.93259110175544059E-04,1.09006022787991361E-01,6.26615008903178230E-06,3.16532312867990365E-06,2.25765381484419785E-03
7.20000000000000000E+01,2.69970191939202344E-04,1.51316948498885330E-03,6.18540800214469888E-02,3.89362638072838249E-04,3.92853319759793053E-04,1.10191500161063105E-01,7.06179523138447593E-06,3.57111354443080731E-06,2.29240774444212751E-03
7.25000000000000000E+01,2.96330979747546795E-04,1.71761660661360130E-03,5.53413941772455467E-02,3.88429388784355598E-04,3.92376185441231434E-04,1.11555518730054926E-01,7.99504451986702454E-06,4.04824786299238870E-06,2.33307253437244413E-03
7.30000000000000000E+01,3.28436261486876894E-04,1.96271328965900689E-03,4.93083342162785182E-02,3.87317268264239956E-04,3.91805924927717160E-04,1.13139407373536657E-01,9.10716503998272397E-06,4.61850837650662545E-06,2.38136754057570064E-03
7.35000000000000000E+01,3.67437599864544673E-04,2.26363239169952201E-03,4.36683119182267182E-02,3.85961941382911985E-04,3.91108426412796223E-04,1.15001724821796450E-01,1.04624919213106612E-05,5.31600689142763403E-06,2.43994086862178326E-03
7.40000000000000000E+01,4.15230090175671665E-04,2.64631812084059658E-03,3.83187978275371793E-02,3.84254628288816533E-04,3.90225698844588981E-04,1.17230039668976271E-01,1.21698050154061964E-05,6.19873445963484802E-06,2.51319801707055972E-03
7.45000000000000000E+01,4.75091336126563346E-04,3.16038537036752174E-03,3.31223725412717329E-02,3.81990432671057585E-04,3.89047717939946754E-04,1.19964854546130373E-01,1.44340006331653335E-05,7.37671536427719436E-06,2.60926347936028423E-03
7.50000000000000000E+01,5.53290763528800525E-04,3.91664857809872254E-03,2.78638431819833686E-02,3.78721183219906906E-04,3.87331418821762301E-04,1.23452955925779304E-01,1.77032500843161434E-05,9.09301448246179371E-06,2.74539553991497414E-03
7.55000000000000000E+01,6.64025426165399247E-04,5.22731976920568723E-03,2.21439692707184263E-02,3.73227484964692546E-04,3.84404492953732387E-04,1.28178375247861770E-01,2.31969483395305813E-05,1.20199403504918754E-05,2.96662343224093992E-03
7.60000000000000000E+01,8.49924620082629072E-04,8.36563096806590238E-03,1.51379412971142987E-02,3.60874330102000220E-04,3.77626744070239443E-04,1.35172145942815292E-01,3.55501032022230770E-05,1.87976892339847722E-05,3.43386895416023311E-03
7.65000000000000000E+01,1.31199147349437715E-03,2.21724254957849157E-02,6.27481806137985317E-03,3.15622117941268237E-04,3.50695813746402390E-04,1.45550942674155581E-01,8.08023153629549239E-05,4.57286195578219634E-05,5.01259596869948598E-03
7.70000000000000000E+01,3.02030318876765451E-03,9.43843085955691219E-02,1.52467369588243397E-03,1.87922185952743716E-04,2.54249942690877844E-04,1.54959051926331276E-01,2.08502247351479553E-04,1.42174490613346266E-04,1.01461124119639184E-02
7.75000000000000000E+01,6.65061327141339316E-03,2.36738184210178199E-01,7.05678406497808777E-04,1.03428996846786458E-04,1.63923721887841099E-04,1.67485534249179530E-01,2.92995436457436811E-04,2.32500711416383038E-04,1.46201283261806203E-02
7.80000000000000000E+01,1.08436757175198479E-02,3.64092911757064930E-01,5.55651495810071273E-04,7.37412543061785570E-05,1.24322394509003326E-04,1.89458094539336597E-01,3.22683178998044509E-04,2.72102038795220865E-04,1.63094043180946058E-02
7.85000000000000000E+01,1.46770088335208219E-02,4.42713308312730924E-01,5.52555499779817071E-04,6.26461988895404668E-05,1.08186144940323602E-04,2.21424148707476343E-01,3.33778234414682613E-04,2.88238288363900643E-04,1.69286962457651270E-02
7.90000000000000000E+01,1.78860727429750593E-02,4.76503941479211879E-01,6.12093329702983633E-04,5.88335408975831022E-05,1.02458951543143271E-04,2.62148330732395463E-01,3.37590892406640093E-04,2.93965481761080771E-04,1.71519974863576716E-02
7.95000000000000000E+01,2.04405115378555671E-02,4.75983973288573448E-01,7.18341497922044469E-04,5.88699402625928375E-05,1.02517738666358285E-04,3.10017614315101109E-01,3.37554493041630256E-04,2.93906694637865703E-04,1.71804823901259111E-02
8.00000000000000000E+01,2.23790937853559010E-02,4.50412725905720568E-01,8.75178915245232252E-04,6.16756550213759470E-05,1.06749210501174194E-04,3.63429057730713267E-01,3.34748778282847133E-04,2.89675222803049699E-04,1.70780558004745737E-02
8.05000000000000000E+01,2.37506153680403682E-02,4.06570550443406453E-01,1.10045098235360818E-03,6.71788561276668195E-05,1.14898535695973227E-04,4.20881607529016821E-01,3.29245577176555881E-04,2.81525897608250774E-04,1.68556805222330429E-02
8.10000000000000000E+01,2.45870860837149943E-02,3.48911400316575471E-01,1.43436918420797917E-03,7.61145545921887792E-05,1.27728101590487888E-04,4.80954435321981122E-01,3.20309878712033921E-04,2.68696331713736141E-04,1.64880205294404558E-02
8.15000000000000000E+01,2.48812728818528298E-02,2.79721096995843577E-01,1.97325510354038995E-03,9.05647701563467054E-05,1.47486800243616358E-04,5.42200849467073032E-01,3.05859663147875927E-04,2.48937633060607698E-04,1.58966973248668049E-02
8.20000000000000000E+01,2.45424298560081577E-02,1.98528809832899750E-01,3.01873964689821240E-03,1.16472358165620486E-04,1.80160626599350514E-04,6.02843588218989757E-01,2.79952075138602187E-04,2.16263806704873460E-04,1.48635320358290034E-02
8.25000000000000000E+01,2.32341909514230151E-02,9.85994266346131437E-02,6.39112780674699552E-03,1.79197259678430044E-04,2.47401046397133218E-04,6.59040045472079172E-01,2.17227173625792575E-04,1.49023386907090702E-04,1.25357504163106648E-02
8.30000000000000000E+01,1.96508295666610391E-02,2.14258609988906504E-03,8.85453909284648483E-02,3.83781768924287988E-04,3.90783424689750613E-04,6.28525378818999614E-01,1.26426643799344600E-05,5.64100861447338552E-06,4.16795540261430311E-03
8.35000000000000000E+01,1.53405873049738076E-02,2.79122393699739505E-04,3.08785021495967704E-01,3.95059466469061308E-04,3.95750402789163782E-04,4.31248717437897444E-01,1.36496683516097642E-06,6.74030515060348209E-07,2.07460272548828971E-03
8.40000000000000000E+01,1.19609281775916437E-02,1.93421314507440534E-04,4.34459742150242245E-01,3.95495110203357121E-04,3.95961265370701880E-04,3.01660766611142495E-01,9.29323100865122906E-07,4.63167933522342194E-07,2.02651264853396379E-03
8.45000000000000000E+01,9.32639315340206589E-03,1.69766720517061231E-04,4.93093179307622920E-01,3.95613038300896480E-04,3.96018955310904156E-04,2.22692605956511219E-01,8.11395003326156765E-07,4.05477993320137771E-07,2.01936860575297264E-03
8.50000000000000000E+01,7.27389856888638504E-03,1.63549855404479565E-04,5.11245034430489853E-01,3.95644753319689135E-04,3.96034297740192822E-04,1.74711251884728275E-01,7.79679984533524824E-07,3.90135564031404620E-07,2.01735790264718660E-03
8.55000000000000000E+01,5.67532076094624891E-03,1.65394501095697945E-04,5.05485852057995455E-01,3.95637137532728268E-04,3.96030189816139655E-04,1.45588092671911334E-01,7.87295771494381130E-07,3.94243488084669534E-07,2.01740723307478964E-03
8.60000000000000000E+01,4.43058071253298134E-03,1.72086730905891589E-04,4.86049067566751369E-01,3.95606082800924977E-04,3.96014437280914691E-04,1.27932595275716293E-01,8.18350503297635404E-07,4.09996023309734503E-07,2.01861793202926789E-03
8.65000000000000000E+01,3.46162517714344604E-03,1.82285322515334582E-04,4.59238928294680993E-01,3.95558192451810628E-04,3.95990291092863445E-04,1.17250605014246334E-01,8.66240852412003734E-07,4.34142211360940983E-07,2.02063225891656014E-03
8.70000000000000000E+01,2.70761744121305551E-03,1.95389736953470195E-04,4.28924552569883766E-01,3.95496427567415402E-04,3.95959207970510748E-04,1.10811376116543014E-01,9.28005736807288891E-07,4.65225333713592702E-07,2.02329159764977990E-03
8.75000000000000000E+01,2.12115654515498313E-03,2.11150181953396993E-04,3.97462785339351587E-01,3.95422036413342430E-04,3.95921798435712761E-04,1.06956486993977182E-01,1.00239689088035657E-06,5.02634868511597337E-07,2.02652724697215689E-03
8.80000000000000000E+01,1.66531883724998294E-03,2.29509086775775152E-04,3.66269063875855505E-01,3.95335334991439504E-04,3.95878209848310556E-04,1.04679144476663530E-01,1.08909831278332050E-06,5.46223455913821088E-07,2.03031786174039325E-03
8.85000000000000000E+01,1.31134835213386259E-03,2.50528968456167390E-04,3.36171338186757485E-01,3.95236060061705211E-04,3.95828301611816989E-04,1.03368495808631597E-01,1.18837324251762676E-06,5.96131692407422823E-07,2.03467065348950180E-03
8.90000000000000000E+01,1.03685556066459065E-03,2.74359975831051876E-04,3.07630336526748038E-01,3.95123545917869007E-04,3.95771730527082134E-04,1.02654300803880272E-01,1.30088738635385870E-06,6.52702777142275942E-07,2.03961239878662362E-03
8.95000000000000000E+01,8.24413067543037104E-04,3.01217229367359198E-04,2.80877326271309069E-01,3.94996778369001791E-04,3.95707980555646199E-04,1.02312565677053255E-01,1.42765493522114295E-06,7.16452748577969705E-07,2.04518545185397756E-03
9.00000000000000000E+01,6.60461335304997517E-04,3.31382147844457833E-04,2.56000671409633118E-01,3.94854487988839588E-04,3.95636403893202945E-04,1.02208251192728750E-01,1.56994531538350110E-06,7.88029411020955572E-07,2.05144484885022918E-03
9.05000000000000000E+01,5.34456309913711224E-04,3.65195652770037909E-04,2.33000511521403497E-01,3.94695100757575001E-04,3.95556198830885328E-04,1.02260502902141476E-01,1.72933254664807953E-06,8.68234473338564587E-07,2.05845871176371566E-03
9.10000000000000000E+01,4.38205823479756982E-04,4.03062220154467286E-04,2.11823480939941050E-01,3.94516754326259200E-04,3.95466416798943095E-04,1.02421560816802787E-01,1.90767897796371538E-06,9.58016505280880175E-07,2.06630813751076774E-03
9.15000000000000000E+01,3.65352581439179350E-04,4.45457530226652963E-04,1.92384870532381763E-01,3.94317269762821875E-04,3.95365945678982341E-04,1.02663968016616369E-01,2.10716354140108208E-06,1.05848762524162082E-06,2.07508828233018104E-03
9.20000000000000000E+01,3.10971925618505293E-04,4.92938655658630093E-04,1.74582795100069244E-01,3.94094097975006686E-04,3.95253483538146892E-04,1.02972838377016179E-01,2.33033532921630605E-06,1.17094976607702238E-06,2.08491030828033500E-03
9.25000000000000000E+01,2.71259924178273880E-04,5.46156857550989861E-04,1.58307242512265717E-01,3.93844269705348460E-04,3.95127511420588278E-04,1.03341212082998027E-01,2.58016359887464513E-06,1.29692188363572671E-06,2.09590393701204400E-03
9.30000000000000000E+01,2.43290531490798187E-04,6.05878355137802536E-04,1.43445843570876863E-01,3.93564302391214988E-04,3.94986244466330049E-04,1.03767274172814047E-01,2.86013091300814312E-06,1.43818883789393349E-06,2.10822092582625253E-03
9.35000000000000000E+01,2.24828053192725963E-04,6.73008953915224593E-04,1.29887474816158366E-01,3.93250097963656275E-04,3.94827578005000246E-04,1.04252745510112280E-01,3.17433534056682229E-06,1.59685529922373154E-06,2.12203981878828071E-03
9.40000000000000000E+01,2.14182721777459703E-04,7.48629365821514687E-04,1.17524438782729543E-01,3.92896787780176650E-04,3.94649006177323202E-04,1.04801991024332422E-01,3.52764552404643549E-06,1.77542712690079022E-06,2.13757224699302967E-03
9.45000000000000000E+01,2.10099325116225332E-04,8.34044070179686104E-04,1.06253699537249321E-01,3.92498520982932165E-04,3.94447510741000029E-04,1.05421601944576948E-01,3.92591232129085087E-06,1.97692256322395623E-06,2.15507201143640527E-03
9.50000000000000000E+01,2.11674190071001574E-04,9.30845599895565212E-04,9.59774348255203885E-02,3.92048193587782290E-04,3.94219416817605402E-04,1.06120315912455840E-01,4.37623971644074872E-06,2.20501648661858090E-06,2.17484639606185066E-03
9.55000000000000000E+01,2.18294609858712583E-04,1.04101843272599577E-03,8.66031349406032464E-02,3.91537019589282957E-04,3.93960166518315307E-04,1.06909189231727389E-01,4.88741371494007484E-06,2.46426678590866641E-06,2.19727483972289922E-03
9.60000000000000000E+01,2.29597649928821377E-04,1.16708049540963283E-03,7.80432902269222045E-02,3.90953875244479576E-04,3.93663974879571263E-04,1.07802064190322580E-01,5.47055805974346134E-06,2.76045842465272956E-06,2.22283421883427527E-03
9.65000000000000000E+01,2.45446735097617943E-04,1.31230835020782334E-03,7.02147340206534520E-02,3.90284410457465724E-04,3.93323353585086776E-04,1.08816334620076269E-01,6.14002284675730055E-06,3.10107971913726599E-06,2.25213798125985503E-03
9.70000000000000000E+01,2.65928736580590757E-04,1.48110043547333399E-03,6.30375799392143832E-02,3.89509481931700561E-04,3.92928280440313132E-04,1.09974204225447986E-01,6.91495137252247879E-06,3.49615286391081780E-06,2.28599912668623045E-03
9.75000000000000000E+01,2.91374595754680566E-04,1.67959143925168410E-03,5.64335436940081245E-02,3.88602580518343727E-04,3.92464827994897176E-04,1.11304678142710528E-01,7.82185278587937495E-06,3.95960530932666742E-06,2.32553484689130945E-03
9.80000000000000000E+01,3.22417165074934868E-04,1.91675595878469749E-03,5.03232787880698307E-02,3.87525239679244768E-04,3.91912706736939381E-04,1.12846860556459275E-01,8.89919362497844420E-06,4.51172656728451822E-06,2.37235100926816650E-03
9.85000000000000000E+01,3.60113710565778647E-04,2.20654401708511756E-03,4.46218648083344799E-02,3.86218203822181322E-04,3.91240524802921174E-04,1.14655672044296955E-01,1.02062294820419474E-05,5.18390850130258458E-06,2.42889225263073945E-03
9.90000000000000000E+01,4.06198911607747544E-04,2.57243380201264537E-03,3.92305118562578659E-02,3.84582829950124805E-04,3.90395747595654306E-04,1.16812414324849428E-01,1.18416033540985001E-05,6.02868570856938213E-06,2.49916607807558044E-03
9.95000000000000000E+01,4.63636507560970105E-04,3.05833686025359843E-03,3.40199470510190796E-02,3.82437216949093142E-04,3.89280839543973498E-04,1.19445782140868359E-01,1.39872163551300939E-05,7.14359376025014568E-06,2.59041467925103528E-03
1.00000000000000000E+02,5.37974754506075656E-04,3.75932922575403445E-03,2.87934688968916781E-02,3.79395189541221079E-04,3.87686790787758614E-04,1.22777948853819305E-01,1.70292437630022548E-05,8.73764251646497414E-06,2.71759681213024724E-03
1.00500000000000000E+02,6.41337593803276043E-04,4.93075842419505792E-03,2.31965365331535736E-02,3.74451854794546814E-04,3.85061522467566679E-04,1.27236036824089210E-01,2.19725785096765330E-05,1.13629108366569088E-05,2.91813622658179282E-03
1.01000000000000000E+02,8.07999849892726183E-04,7.53592026447397895E-03,1.64989745748873352E-02,3.64040282737812374E-04,3.79389071318054268E-04,1.33726396614306298E-01,3.23841505664109291E-05,1.70353619861693705E-05,3.31738855238421487E-03
1.01500000000000000E+02,1.18636583307005911E-03,1.77007856571903127E-02,7.79091441859768551E-03,3.28991931965413637E-04,3.58982810672920977E-04,1.43616378044543885E-01,6.74325013388096193E-05,3.74416226313027944E-05,4.55042589210614013E-03
1.02000000000000000E+02,2.56911727436195557E-03,7.50042778885519901E-02,1.89124275303965343E-03,2.11208009236458442E-04,2.74704064043694194E-04,1.53413424744220678E-01,1.85216424067764882E-04,1.21720369260529468E-04,9.07494456936330449E-03
1.02500000000000000E+02,5.93946013132940626E-03,2.11076092996157566E-01,7.67310403098267761E-04,1.12566232903348862E-04,1.75164782913538991E-04,1.64709576451395390E-01,2.83858200400874557E-04,2.21259650390684848E-04,1.41004313409761935E-02
1.03000000000000000E+02,1.01286189219252330E-02,3.45331446901786854E-01,5.66425966087692333E-04,7.69954987187598290E-05,1.28909978798954778E-04,1.84912874056382986E-01,3.19428934585463617E-04,2.67514454505269087E-04,1.61264199531106212E-02
1.03500000000000000E+02,1.40543745315569926E-02,4.32574877883940667E-01,5.47652576329894759E-04,6.38861131864374815E-05,1.10028419918372858E-04,2.15213086827222261E-01,3.32538320117785964E-04,2.86396013385850981E-04,1.68592951417768748E-02
1.04000000000000000E+02,1.73772965222094115E-02,4.73399335243861241E-01,5.98320414611025909E-04,5.91657810002630308E-05,1.02961617061559814E-04,2.54531872618178112E-01,3.37258652303960469E-04,2.93462816242664147E-04,1.71303040304526845E-02
1.04500000000000000E+02,2.00432964223360779E-02,4.78097057951471505E-01,6.96580299656789537E-04,5.86510389761748925E-05,1.02185120209210463E-04,3.01279923053929699E-01,3.37773394328048709E-04,2.94239313095013579E-04,1.71858333865509347E-02
1.05000000000000000E+02,2.20849782129676833E-02,4.56312331417345340E-01,8.43795853625055239E-04,6.10038725910715885E-05,1.05740946607883076E-04,3.53841325232113535E-01,3.35420560713152027E-04,2.90683486696341020E-04,1.71042423603224962E-02
1.05500000000000000E+02,2.35517619782934680E-02,4.15256495437151874E-01,1.05516842519034863E-03,6.60115543244162590E-05,1.13186142906873601E-04,4.10696649225054611E-01,3.30412878979807322E-04,2.83238290397350482E-04,1.69034299285069252E-02
1.06000000000000000E+02,2.44800419307234646E-02,3.59766729947453623E-01,1.36571326167247986E-03,7.42551236376766210E-05,1.25098261076522598E-04,4.70416089177480290E-01,3.22169309666546933E-04,2.71326172227701512E-04,1.65645857430769192E-02
1.06500000000000000E+02,2.48714524900107078E-02,2.92513455436648917E-01,1.85712075404882043E-03,8.74947923607922941E-05,1.43386687520620119E-04,5.31570285801791220E-01,3.08929640943431355E-04,2.53037745783603937E-04,1.60215951819967332E-02
1.07000000000000000E+02,2.46554600243100407E-02,2.13618679395144950E-01,2.76951008771327261E-03,1.10599033213619046E-04,1.73040824395430214E-04,5.92482972451923051E-01,2.85825400090604332E-04,2.23383608908793869E-04,1.50942393908578051E-02
1.07500000000000000E+02,2.35651015165763908E-02,1.17989104253428193E-01,5.32470387185988384E-03,1.62319277417543109E-04,2.30733217372744318E-04,6.50065977334990830E-01,2.34105155886680459E-04,1.65691215931479765E-04,1.31382761555133010E-02
1.08000000000000000E+02,2.04773027273824938E-02,6.15962519904612784E-03,5.05327421450390488E-02,3.61275425972855824E-04,3.80207911404705423E-04,6.59036079891695770E-01,3.51490073313677094E-05,1.62165218995183990E-05,5.92321043463284614E-03
1.08500000000000000E+02,1.60163986700219280E-02,3.16672343237236369E-04,2.77516219186452473E-01,3.94862139975777824E-04,3.95656605533562943E-04,4.60810578735117438E-01,1.56229332844589360E-06,7.67827770661098969E-07,2.11260011816818884E-03
1.09000000000000000E+02,1.24881612593765023E-02,2.01113489139000839E-04,4.18417409982374033E-01,3.95456682051048916E-04,3.95942489199282684E-04,3.19801120607892009E-01,9.67751253175155997E-07,4.81944104941155458E-07,2.02907649140703734E-03
1.09500000000000000E+02,9.73724195596378274E-03,1.72160417833079230E-04,4.86423177962034270E-01,3.95601073309557625E-04,3.96013108180000349E-04,2.33723542854299138E-01,8.23359994666583126E-07,4.11325124223505219E-07,2.02007452510832766E-03
1.10000000000000000E+02,7.59393377047791127E-03,1.63908923367395935E-04,5.10178273813664873E-01,3.95642772792708275E-04,3.96033374694256424E-04,1.81410289779197154E-01,7.81660511515880837E-07,3.91058609967385892E-07,2.01751834093357460E-03
1.10500000000000000E+02,5.92455242221870751E-03,1.64671697691164197E-04,5.07689924528174963E-01,3.95640411647528239E-04,3.96031871341919384E-04,1.49652278595582444E-01,7.84021656695965177E-07,3.92561962304344959E-07,2.01730042721565226E-03
1.11000000000000000E+02,4.62462469038883803E-03,1.70650820879735172E-04,4.90085170955325999E-01,3.95612793421971454E-04,3.96017828972311720E-04,1.30394684716695214E-01,8.11639882252788648E-07,4.06604331911958012E-07,2.01834398810309037E-03
1.11500000000000000E+02,3.61265612016518477E-03,1.80299319791811090E-04,4.64221887241295150E-01,3.95567540782478682E-04,3.95994999914633505E-04,1.18738299059465507E-01,8.56892521745561767E-07,4.29433389590252752E-07,2.02023393751583598E-03
1.12000000000000000E+02,2.82512298737575170E-03,1.92924289598538724E-04,4.34312493560717938E-01,3.95508058934950109E-04,3.95965059273164089E-04,1.11706000819224840E-01,9.16374369274366372E-07,4.59374031059721780E-07,2.02278821500115813E-03
1.12500000000000000E+02,2.21252809208298496E-03,2.08232539796184376E-04,4.02927293775136419E-01,3.95435812336262409E-04,3.95928724942115867E-04,1.07489578193225091E-01,9.88620967962085097E-07,4.95708362108034947E-07,2.02592650590386345E-03
1.13000000000000000E+02,1.73631352939604042E-03,2.26139374923381794E-04,3.71614742289966216E-01,3.95351249966489730E-04,3.95886210643912710E-04,1.04991238428215519E-01,1.07318333773471147E-06,5.38222660311285586E-07,2.02962106442506306E-03
1.13500000000000000E+02,1.36644929596571184E-03,2.46689823065616661E-04,3.41285888311281094E-01,3.95254192533916430E-04,3.95837417320984042E-04,1.03544826463122019E-01,1.17024077030798384E-06,5.87015983239955340E-07,2.03387497759782449E-03
1.14000000000000000E+02,1.07955296176299206E-03,2.70019883452732551E-04,3.12453405741251466E-01,3.95144026021824828E-04,3.95782028613807788E-04,1.02746500082408626E-01,1.28040728239958716E-06,6.42404690416257455E-07,2.03871211366795290E-03
1.14500000000000000E+02,8.57423379843729990E-04,2.96333693400642646E-04,2.85380986208682685E-01,3.95019822231666630E-04,3.95719570530664105E-04,1.02351841225704676E-01,1.40461107255780021E-06,7.04862773559965303E-07,2.04417205814447916E-03
1.15000000000000000E+02,6.85897391879613703E-04,3.25902796181689789E-04,2.60177163162124192E-01,3.94880327442746217E-04,3.95649403944851289E-04,1.02213356830553562E-01,1.54410586147826884E-06,7.75029359372696697E-07,2.05030795609746240E-03
1.15500000000000000E+02,5.53961131149108125E-04,3.59056631087847737E-04,2.36854411340367554E-01,3.94724028921819201E-04,3.95570758252096781E-04,1.02242628209390424E-01,1.70040438240524075E-06,8.53675052127127366E-07,2.05718562912036865E-03
1.16000000000000000E+02,4.53054356485865935E-04,3.96188660032991541E-04,2.15366797669652249E-01,3.94549115968925441E-04,3.95482711131894371E-04,1.02387240255491771E-01,1.87531733529904409E-06,9.41722172329507869E-07,2.06488381912304717E-03
1.16500000000000000E+02,3.76533843366788211E-04,4.37761542751998562E-04,1.95633837781239800E-01,3.94353464422634041E-04,3.95384179641786995E-04,1.02616889365124364E-01,2.07096888159044955E-06,1.04025366243689098E-06,2.07349531692718227E-03
1.17000000000000000E+02,3.19251626653660329E-04,4.84315378724077897E-04,1.77555846359463643E-01,3.94134610443285850E-04,3.95273904763877122E-04,1.02914919931182958E-01,2.28982286093868233E-06,1.15052854034666540E-06,2.08312783354155408E-03
1.17500000000000000E+02,2.77228560612062871E-04,5.36490016461721887E-04,1.61023747155688929E-01,3.93889625923752305E-04,3.95150387878936634E-04,1.03273226471972790E-01,2.53480738047222208E-06,1.27404542528717205E-06,2.09390819165165267E-03
1.18000000000000000E+02,2.47401343403629709E-04,5.95024273015270426E-04,1.45925266349488353E-01,3.93615153376704070E-04,3.95011910555301965E-04,1.03689250685602224E-01,2.80927992752036841E-06,1.41252274892184328E-06,2.10598378772776243E-03
1.18500000000000000E+02,2.27426414101218079E-04,6.60798078893046919E-04,1.32148876438427376E-01,3.93307211639072553E-04,3.94856429035244792E-04,1.04164182829319274E-01,3.11722166515193835E-06,1.56800426897902872E-06,2.11952831767262461E-03
1.19000000000000000E+02,2.15527251322459288E-04,7.34860158423844838E-04,1.19586179221289793E-01,3.92961072224902702E-04,3.94681509405459680E-04,1.04701963458013816E-01,3.46336107932173245E-06,1.74292389876409693E-06,2.13474678880720475E-03
1.19500000000000000E+02,2.10380260699174760E-04,8.18471404945032345E-04,1.08133275705523391E-01,3.92571062708380893E-04,3.94484228667256042E-04,1.05308813028427817E-01,3.85337059584355035E-06,1.94020463696771942E-06,2.15188523095722001E-03
1.20000000000000000E+02,2.11025813122438162E-04,9.13170747011284685E-04,9.76914211870166804E-02,3.92130345103822013E-04,3.94261045523893816E-04,1.05993090836071668E-01,4.29408820040247244E-06,2.16338778032993505E-06,2.17124030160381057E-03
1.20500000000000000E+02,2.16804330652519870E-04,1.02086311901662457E-03,8.81671910496335670E-02,3.91630429740228174E-04,3.94007567735228767E-04,1.06765431248280848E-01,4.79400356399636367E-06,2.41686556899487549E-06,2.19317796684097375E-03
1.21000000000000000E+02,2.27311628073888368E-04,1.14396182184250505E-03,7.94722479312536256E-02,3.91060681153328226E-04,3.93718258627526771E-04,1.07639144104415274E-01,5.36375215089626553E-06,2.70617467669687398E-06,2.21815504320824241E-03
1.21500000000000000E+02,2.42372960151702506E-04,1.28558754738466487E-03,7.15227340063057382E-02,3.90407395539613057E-04,3.93385976951201634E-04,1.08630942218879992E-01,6.01703776461143786E-06,3.03845635302194172E-06,2.24675845036666818E-03
1.22000000000000000E+02,2.62035617261943633E-04,1.44991853533642809E-03,6.42383045041952372E-02,3.89652382212383151E-04,3.93001196684422520E-04,1.09762065986065735E-01,6.77205109184132782E-06,3.42323661980110731E-06,2.27975976212848588E-03
1.22500000000000000E+02,2.86585324152764534E-04,1.64271761875777280E-03,5.75405430920531008E-02,3.88770698130201740E-04,3.92550830900876180E-04,1.11060159166825018E-01,7.65373517402274622E-06,3.87360240334750204E-06,2.31821392037414491E-03
1.23000000000000000E+02,3.16596541421393656E-04,1.87235767850467156E-03,5.13505375768750702E-02,3.87726401937596996E-04,3.92015930464312105E-04,1.12562271019125845E-01,8.69803136662743208E-06,4.40850283991154980E-06,2.36362304310007215E-03
1.23500000000000000E+02,3.53039230872795686E-04,2.15169736920623692E-03,4.55848041513003260E-02,3.86464784558839599E-04,3.91367536213407547E-04,1.14319971428046480E-01,9.95964874538472957E-06,5.05689709081607056E-06,2.41824898858237613E-03
1.24000000000000000E+02,3.97503276745416465E-04,2.50204549949391416E-03,4.01478098205405032E-02,3.84896132218341929E-04,3.90557917101187941E-04,1.16408905711820804E-01,1.15283010858824955E-05,5.86651620303565171E-06,2.48574794625794609E-03
1.24500000000000000E+02,4.52676402367847321E-04,2.96243923791960403E-03,3.49173714535274404E-02,3.82858283734254217E-04,3.89500238874373062E-04,1.18947285383371418E-01,1.35661495699701739E-05,6.92419442985044452E-06,2.57260177915866802E-03
1.25000000000000000E+02,5.23491050726784162E-04,3.61497848152884851E-03,2.97127710498279289E-02,3.80016433641463343E-04,3.88013634338556170E-04,1.22135767428748487E-01,1.64079996627609195E-05,8.41079896566733868E-06,2.69184916236478314E-03
1.25500000000000000E+02,6.20380162354778404E-04,4.67060625040270627E-03,2.42176763362989024E-02,3.75534764051400937E-04,3.85640386915885318E-04,1.26352586480094675E-01,2.08896692528234845E-05,1.07840463883380650E-05,2.87486703717628866E-03
1.26000000000000000E+02,7.71258293141879512E-04,6.87013839681336561E-03,1.77892662497769333E-02,3.66630376152970430E-04,3.80818076420489510E-04,1.32391437334289236E-01,2.97940571512540387E-05,1.56063568837338716E-05,3.22059843591989380E-03
1.26500000000000000E+02,1.08707204312620954E-03,1.44895965631229810E-02,9.38543718669750462E-03,3.39284344270885426E-04,3.65174563251660493E-04,1.41679027653994122E-01,5.71400890333389477E-05,3.12498700525627905E-05,4.19560781256292110E-03
1.27000000000000000E+02,2.18811336867139614E-03,5.85354298057162784E-02,2.40075182325256943E-03,2.35873169472837751E-04,2.94765263547762065E-04,1.51912928235867412E-01,1.60551263831386739E-04,1.01659169756461272E-04,8.01506634260688161E-03
