time,Cdh1,Trim,Clb,Sic,PTrim,PClb,SBF,IE,Cdc20a,Cdc20,Swe1,Swe1M,PSwe1,PSwe1M,Mih1a,Mcm,BE,Cln,mass
65.0,35.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-2.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
66.0,34.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-2.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
67.0,35.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-2.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
68.0,36.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-2.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
69.0,37.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-2.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
70.0,37.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
71.0,38.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
72.0,38.99263656,-0.915589325,0.18453673000000004,1.0035491784,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
73.0,38.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
74.0,39.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
75.0,40.99263656,0.08441067499999999,-0.81546327,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
76.0,40.99263656,0.08441067499999999,0.18453673000000004,0.0035491783999999083,1.402314e-05,3.0203049e-05,-1.8759453600000002,0.52220768,2.4384692,0.1722378,0.00031588585,0.018360127,0.00020500785,0.013336782,-1.1919092500000001,0.93289256,0.00024296179,0.053600963,0.80224854
